Restaurant ID,Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Primary Cuisine,Cost Category,Popularity
101311,Taruveda Bistro,1,Jaipur,Civil Lines,75.7890337,26.91137752,"cafe, italian, japanese, continental",1000,INDIAN RUPEES(RS.),No,Yes,No,3,4.2,633,cafe,High,0.05789281141393818
100305,The Forresta Kitchen & Bar,1,Jaipur,"Devraj Niwas, Bani Park",75.7936039,26.9214108,"continental, mexican, beverages, desserts, north indian, chinese, rajasthani",1800,INDIAN RUPEES(RS.),No,No,No,3,4.0,916,continental,High,0.08377537955002744
102215,Monarch Restaurant - Holiday Inn Jaipur City Centre,1,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam",75.7930067,26.9029402,"north indian, chinese, continental, rajasthani",2300,INDIAN RUPEES(RS.),No,No,No,4,4.5,420,north indian,High,0.03841229193341869
102216,Chao Chinese Bistro - Holiday Inn Jaipur City Centre,1,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam",75.7929342,26.9029076,"chinese, asian",2500,INDIAN RUPEES(RS.),No,No,No,4,4.3,308,chinese,High,0.028169014084507043
18209498,Zolocrust - Hotel Clarks Amer,1,Jaipur,"Hotel Clarks Amer, Malviya Nagar",75.8023,26.84615556,"italian, bakery, continental",2000,INDIAN RUPEES(RS.),No,Yes,No,4,4.9,322,italian,High,0.029449423815621
103019,Mutual's,1,Jaipur,Lal Kothi,75.80068856,26.8884204,"cafe, mexican, italian, north indian, fast food",650,INDIAN RUPEES(RS.),No,Yes,No,2,4.2,198,cafe,High,0.018108651911468814
103090,O2- The Plant Cafe,1,Jaipur,Lal Kothi,75.80208298,26.89119117,continental,700,INDIAN RUPEES(RS.),No,No,No,2,4.1,148,continental,High,0.013535760014633254
102531,Cafe LazyMojo,1,Jaipur,Malviya Nagar,75.80051154,26.84959558,"cafe, mexican, italian, continental",800,INDIAN RUPEES(RS.),No,Yes,No,2,4.3,798,cafe,High,0.07298335467349552
100306,Replay,1,Jaipur,Tonk Road,75.80689587,26.8923125,"north indian, continental, chinese, italian, mexican",1500,INDIAN RUPEES(RS.),No,No,No,3,4.3,1121,north indian,High,0.10252423632705322
18454586,Sky Beach,1,Jaipur,Vaishali Nagar,75.75289118,26.91398711,"north indian, continental, chinese, mexican, italian, desserts",1000,INDIAN RUPEES(RS.),No,No,No,3,2.6,46,north indian,High,0.004207060545088714
102504,Decked Up By Garden Cafe,1,Jaipur,Vaishali Nagar,75.7528205,26.9137256,"cafe, fast food, north indian",1200,INDIAN RUPEES(RS.),No,Yes,No,3,3.9,310,cafe,High,0.028351929760380465
102867,Calzone- Dine & Rooftop Lounge,1,Jaipur,Vidhyadhar Nagar,75.776649,26.9564308,"continental, mexican, north indian, chinese",800,INDIAN RUPEES(RS.),No,Yes,No,2,3.7,112,continental,High,0.010243277848911651
2300061,Hucka,1,Kanpur,Arya Nagar,80.32070833,26.48367222,"chinese, fast food",550,INDIAN RUPEES(RS.),No,No,No,2,3.3,148,chinese,High,0.013535760014633254
2300483,The Zaffran,1,Kanpur,Ashok Nagar,80.31356357,26.47161686,"north indian, continental, asian",800,INDIAN RUPEES(RS.),No,No,No,3,3.3,51,north indian,High,0.00466434973477227
2300065,Gyan Vaishnav,1,Kanpur,Ashok Nagar,80.31634444,26.46900278,north indian,400,INDIAN RUPEES(RS.),No,No,No,2,3.9,97,north indian,High,0.008871410279860985
18377936,Liquid,1,Kanpur,Ashok Nagar,80.31345762,26.47152862,"finger food, north indian, continental, italian, mediterranean",1000,INDIAN RUPEES(RS.),No,No,No,3,4.0,24,finger food,High,0.002194988110481068
2300188,Royal Dine - Hotel Royal Cliff,1,Kanpur,Hotel Royal Cliff,80.31504167,26.47910833,"north indian, chinese",1500,INDIAN RUPEES(RS.),No,No,No,4,4.0,54,north indian,High,0.004938723248582404
18407105,Urban Crave Express,1,Kanpur,IIT Kanpur,0.0,0.0,"cafe, italian",600,INDIAN RUPEES(RS.),No,No,No,2,3.5,43,cafe,High,0.00393268703127858
2300497,Atmosphere Grill Cafe Sheesha,1,Kanpur,Mall Road,80.35400223,26.47200132,"indian, chinese, continental",0,INDIAN RUPEES(RS.),No,No,No,1,3.6,34,indian,Low,0.00310956648984818
2300183,Mr Brown,1,Kanpur,Mall Road,0.0,0.0,"bakery, desserts, fast food",500,INDIAN RUPEES(RS.),No,No,No,2,3.9,97,bakery,High,0.008871410279860985
2300476,Dunkin Donuts,1,Kanpur,Mall Road,80.352677,26.473698,"desserts, fast food",500,INDIAN RUPEES(RS.),No,No,No,2,4.1,87,desserts,High,0.007956831900493873
2300018,Little Chef,1,Kanpur,Mall Road,80.351569,26.47775,"north indian, fast food",1000,INDIAN RUPEES(RS.),No,No,No,3,4.1,158,north indian,High,0.014450338394000365
18312106,UrbanCrave,1,Kanpur,Parade,80.34279578,26.47498638,"cafe, continental, desserts, ice cream, italian, beverages",0,INDIAN RUPEES(RS.),No,No,No,1,3.9,127,cafe,Low,0.01161514541796232
2300042,Chin Mi,1,Kanpur,"Rave 3, Tilak Nagar",80.32779722,26.49210556,chinese,1500,INDIAN RUPEES(RS.),No,No,No,4,3.9,86,chinese,High,0.00786537406255716
2300048,Tadka,1,Kanpur,"Rave Moti, Kakadeo",80.299775,26.48154722,north indian,1000,INDIAN RUPEES(RS.),No,No,No,3,3.8,97,north indian,High,0.008871410279860985
2300058,Dhuaan,1,Kanpur,"Status Club, Kanpur Cantonment",80.372929,26.463504,"north indian, mexican, italian",1500,INDIAN RUPEES(RS.),No,No,No,4,4.3,155,north indian,High,0.014175964880190232
2300162,Upper Crust,1,Kanpur,Swaroop Nagar,80.32093889,26.48241944,"bakery, fast food",350,INDIAN RUPEES(RS.),No,No,No,2,3.4,49,bakery,High,0.004481434058898848
2300003,Anaicha's Food Joint,1,Kanpur,Swaroop Nagar,80.31562778,26.48258056,"chinese, north indian, continental",850,INDIAN RUPEES(RS.),No,No,No,3,3.6,106,chinese,High,0.009694530821291385
2300176,Aromas,1,Kanpur,Swaroop Nagar,80.31783333,26.48304167,fast food,350,INDIAN RUPEES(RS.),No,No,No,2,4.1,171,fast food,High,0.01563929028717761
2300187,Waterside - The Landmark Hotel,1,Kanpur,"The Landmark Hotel, Mall Road",80.3481,26.47413333,"north indian, chinese",3000,INDIAN RUPEES(RS.),No,No,No,4,3.9,113,north indian,High,0.010334735686848362
2300009,Verandah,1,Kanpur,Tilak Nagar,80.31865556,26.49095,"chinese, italian, fast food",1500,INDIAN RUPEES(RS.),No,No,No,4,3.7,160,chinese,High,0.014633254069873787
18391601,Barbeque Nation,1,Kanpur,"Z Square Mall, Mall Road",80.35,26.47,"north indian, mughlai, lebanese, arabian, mediterranean",1400,INDIAN RUPEES(RS.),No,No,No,3,4.0,41,north indian,High,0.0037497713554051583
900682,Nawras Seafood Restaurant,1,Kochi,Chittoor Road,76.28500095,9.979362921,seafood,1000,INDIAN RUPEES(RS.),No,No,No,3,4.6,289,seafood,High,0.02643131516370953
95361,Ifthar,1,Kochi,Edappally,76.31001944,10.02804722,kerala,350,INDIAN RUPEES(RS.),No,No,No,1,3.8,281,kerala,High,0.02569965246021584
95421,Dhe Puttu,1,Kochi,Edappally,76.31063056,10.02068333,kerala,600,INDIAN RUPEES(RS.),No,Yes,No,2,4.4,662,kerala,High,0.0605450887141028
95256,Kashi Art Cafe,1,Kochi,Fort Kochi,76.24298056,9.966783333,"european, cafe",600,INDIAN RUPEES(RS.),No,No,No,2,4.2,659,european,High,0.06027071520029267
95286,Grand Hotel Restaurant,1,Kochi,"Grand Hotel, MG Road",76.28544722,9.970716667,"north indian, kerala, chinese, continental",1000,INDIAN RUPEES(RS.),No,No,No,3,4.2,394,north indian,High,0.0360343881470642
900969,Barbeque Nation,1,Kochi,Kacheripady,76.28326792,9.982833886,"european, north indian, mediterranean, american",1500,INDIAN RUPEES(RS.),No,No,No,3,4.5,213,european,High,0.01948051948051948
95333,Chiyang,1,Kochi,Kacheripady,76.28112778,9.985697222,"chinese, continental",800,INDIAN RUPEES(RS.),No,No,No,2,3.7,277,chinese,High,0.025333821108468997
900547,Slice of Spice,1,Kochi,Kacheripady,76.27699893,9.985496938,"fast food, biryani",400,INDIAN RUPEES(RS.),No,Yes,No,1,4.0,246,fast food,High,0.022498628132430948
901089,Mustake Multicuisine Restaurant,1,Kochi,Kakkanad,76.34951615,10.00070594,"chinese, thai, north indian, south indian",1000,INDIAN RUPEES(RS.),No,Yes,No,3,3.7,145,chinese,High,0.01326138650082312
901035,Palaaram,1,Kochi,Kakkanad,76.33695804,10.03557278,"kerala, fast food",550,INDIAN RUPEES(RS.),No,No,No,2,3.7,105,kerala,High,0.009603072983354673
900561,Tonico Cafe,1,Kochi,Kakkanad,76.34539722,10.00688056,cafe,400,INDIAN RUPEES(RS.),No,No,No,1,4.0,406,cafe,High,0.03713188220230474
900524,Cafe 17,1,Kochi,Kaloor,76.29521111,9.988483333,"cafe, continental, italian",700,INDIAN RUPEES(RS.),No,Yes,No,2,4.4,333,cafe,High,0.030455460032924823
900800,ChaiCofi,1,Kochi,Kaloor,76.29313611,9.991702778,"cafe, continental, italian",800,INDIAN RUPEES(RS.),No,No,No,2,4.0,160,cafe,High,0.014633254069873787
95304,Bloomsbury's Boutique Cafe and Artisan Bakery,1,Kochi,"LuLu Mall, Edappally",76.30805278,10.02701389,"cafe, bakery, desserts",650,INDIAN RUPEES(RS.),No,Yes,No,2,4.2,482,cafe,High,0.04408267788549479
900533,Paragon,1,Kochi,"LuLu Mall, Edappally",76.30825833,10.02736389,"kerala, south indian, continental, north indian, seafood, chinese",900,INDIAN RUPEES(RS.),No,No,No,2,4.3,722,kerala,High,0.06603255899030547
901004,Aangan - Downtown Multicuisine Restaurant,1,Kochi,Palarivattom,76.30758885,10.00306395,"chinese, seafood, north indian, biryani",650,INDIAN RUPEES(RS.),No,No,No,2,4.2,146,chinese,High,0.013352844338759832
900111,Ali Baba & 41 Dishes,1,Kochi,Panampilly Nagar,76.29610556,9.959777778,"kerala, south indian, chinese, biryani",400,INDIAN RUPEES(RS.),No,No,No,1,3.5,348,kerala,High,0.03182732760197549
95331,Cocoa Tree,1,Kochi,Panampilly Nagar,76.29678333,9.957144444,"italian, seafood, mediterranean, desserts, cafe",1000,INDIAN RUPEES(RS.),No,No,No,3,4.3,658,italian,High,0.06017925736235595
900032,French Toast,1,Kochi,Panampilly Nagar,76.29393613,9.960845813,"continental, cafe, desserts, bakery",700,INDIAN RUPEES(RS.),No,No,No,2,4.3,312,continental,High,0.028534845436253887
900282,Thakkaaram,1,Kochi,Vyttila,76.31736111,9.979186111,"kerala, south indian",600,INDIAN RUPEES(RS.),No,No,No,2,3.6,361,kerala,High,0.033016279495152734
18217475,Asia Kitchen by Mainland China,1,Kolkata,"Acropolis Mall, Kasba ",88.39329377,22.51468755,"asian, chinese",1400,INDIAN RUPEES(RS.),No,Yes,No,3,4.6,945,asian,High,0.08642765685019206
18249144,Hoppipola,1,Kolkata,"Acropolis Mall, Kasba ",88.3933102,22.51458534,"italian, mexican, american, mediterranean",1200,INDIAN RUPEES(RS.),No,Yes,No,3,4.2,1103,italian,High,0.10087799524419243
18017612,Spice Kraft,1,Kolkata,Ballygunge,88.3644527,22.5264613,"continental, middle eastern, asian",1200,INDIAN RUPEES(RS.),No,No,No,3,4.8,1424,continental,High,0.13023596122187672
18377112,Nawwarah,1,Kolkata,Ballygunge,88.364878,22.538731,"chinese, cafe, north indian, desserts",1000,INDIAN RUPEES(RS.),No,No,No,3,3.9,326,chinese,High,0.029815255167367844
20002,6 Ballygunge Place,1,Kolkata,Ballygunge,88.36862817,22.52789315,bengali,1000,INDIAN RUPEES(RS.),Yes,Yes,No,3,4.4,1778,bengali,High,0.16261203585147246
18343731,Mumbai Local,1,Kolkata,Ballygunge,88.3662166,22.5336623,"north indian, chinese, street food",1200,INDIAN RUPEES(RS.),Yes,No,No,3,4.2,704,north indian,High,0.06438631790744467
25664,Gabbar's Bar & Kitchen,1,Kolkata,Camac Street Area,88.3506798,22.5471855,"north indian, chinese, mexican, italian",1400,INDIAN RUPEES(RS.),Yes,No,No,3,4.4,1484,north indian,High,0.1357234314980794
25587,TGI Friday's,1,Kolkata,Elgin,88.34984265,22.53795995,"tex-mex, american",1800,INDIAN RUPEES(RS.),Yes,Yes,No,3,4.0,911,tex-mex,High,0.08331809036034388
24530,Santa's Fantasea,1,Kolkata,Golpark,88.36783022,22.51508182,"seafood, chinese",800,INDIAN RUPEES(RS.),No,No,No,2,4.2,2584,seafood,High,0.23632705322846168
20747,India Restaurant,1,Kolkata,Kidderpore,88.3223365,22.5389989,"biryani, north indian, chinese, mughlai",800,INDIAN RUPEES(RS.),Yes,Yes,No,2,4.6,1219,biryani,High,0.11148710444485092
21220,Flame & Grill,1,Kolkata,"Mani Square Mall, Kankurgachi",88.400581,22.5778208,"north indian, continental",1500,INDIAN RUPEES(RS.),Yes,No,No,3,3.9,1064,north indian,High,0.0973111395646607
25570,Barbeque Nation,1,Kolkata,Park Street Area,88.35412715,22.55108374,"north indian, chinese",1600,INDIAN RUPEES(RS.),No,No,No,3,4.9,1753,north indian,High,0.1603255899030547
20350,Mocambo,1,Kolkata,Park Street Area,88.3532734,22.5532273,"continental, italian, north indian",1050,INDIAN RUPEES(RS.),No,Yes,No,3,3.5,4464,continental,High,0.4082677885494787
20870,BarBQ,1,Kolkata,Park Street Area,88.35231029,22.55299638,"chinese, north indian",900,INDIAN RUPEES(RS.),No,Yes,No,2,4.2,5288,chinese,High,0.4836290470093287
20404,Peter Cat,1,Kolkata,Park Street Area,88.352885,22.5526719,"continental, north indian",1000,INDIAN RUPEES(RS.),No,Yes,No,3,4.3,7574,continental,High,0.6927016645326505
24286,The Irish House,1,Kolkata,"Quest Mall, Ballygunge",88.36550709,22.53912894,"european, american",1900,INDIAN RUPEES(RS.),No,No,No,3,4.4,2224,european,High,0.20340223157124565
20842,Barbeque Nation,1,Kolkata,"Sector 5, Salt Lake",88.43345214,22.56935843,"north indian, chinese",1600,INDIAN RUPEES(RS.),No,No,No,3,4.9,5966,north indian,High,0.5456374611304189
18259462,Ocean Grill,1,Kolkata,"Sector 5, Salt Lake",88.43318693,22.56936679,"continental, seafood, north indian, asian",1500,INDIAN RUPEES(RS.),Yes,No,No,3,3.6,1040,continental,High,0.09511615145417962
24452,Sigree Global Grill,1,Kolkata,"Silver Spring Arcade, Science City Area",88.4004673,22.5490998,north indian,1600,INDIAN RUPEES(RS.),Yes,No,No,3,4.1,1616,north indian,High,0.14779586610572526
18017615,What's Up,1,Kolkata,Southern Avenue,88.36250436,22.51411859,"cafe, chinese, continental",1000,INDIAN RUPEES(RS.),Yes,No,No,3,4.0,1126,cafe,High,0.10298152551673678
800468,Grandson of Tunday Kababi,1,Lucknow,Aminabad,80.92743056,26.84850556,"mughlai, lucknowi",300,INDIAN RUPEES(RS.),No,No,No,1,4.9,1057,mughlai,High,0.09667093469910372
801675,Frozen Factory,1,Lucknow,Gomti Nagar,0.0,0.0,"desserts, ice cream",200,INDIAN RUPEES(RS.),No,No,No,1,4.5,144,desserts,High,0.01316992866288641
801690,Mocha,1,Lucknow,Gomti Nagar,81.0011849,26.8528099,"cafe, italian, continental",800,INDIAN RUPEES(RS.),No,No,No,3,4.6,567,cafe,High,0.051856594110115235
801684,Chemistry Cafí©,1,Lucknow,Gomti Nagar,0.0,0.0,"cafe, continental, chinese",650,INDIAN RUPEES(RS.),No,No,No,2,3.5,147,cafe,High,0.013444302176696543
18296995,Homeys Cafe,1,Lucknow,Gomti Nagar,80.99,26.86,"cafe, fast food",450,INDIAN RUPEES(RS.),No,No,No,2,3.9,217,cafe,High,0.019846350832266324
800237,Percussion,1,Lucknow,Gomti Nagar,80.9945959,26.8551778,"continental, north indian, asian",1000,INDIAN RUPEES(RS.),No,No,No,3,3.7,514,continental,High,0.04700932869946955
800273,The Urban Terrace,1,Lucknow,Gomti Nagar,81.0232496,26.8517588,"north indian, continental",1100,INDIAN RUPEES(RS.),No,No,No,3,3.9,268,north indian,High,0.024510700567038596
18375866,Free Spirit,1,Lucknow,Gomti Nagar,81.01515904,26.86744546,"cafe, italian",450,INDIAN RUPEES(RS.),No,No,No,2,4.3,106,cafe,High,0.009694530821291385
801170,Spice Caves,1,Lucknow,Gomti Nagar,80.99885715,26.85338395,"north indian, chinese, mughlai",1200,INDIAN RUPEES(RS.),No,No,No,3,4.2,691,north indian,High,0.06319736601426743
801636,The Chocolate Heaven,1,Lucknow,Gomti Nagar,81.00087417,26.85585347,"cafe, italian, desserts",400,INDIAN RUPEES(RS.),No,No,No,2,4.1,165,cafe,High,0.015090543259557344
18385021,The Pebbles Bistro,1,Lucknow,Gomti Nagar,81.01126765,26.85123157,european,1000,INDIAN RUPEES(RS.),No,No,No,3,4.1,80,european,High,0.007316627034936894
801640,Underdoggs Sports Bar & Grill,1,Lucknow,Gomti Nagar,0.0,0.0,"mediterranean, italian, american",1300,INDIAN RUPEES(RS.),No,No,No,3,4.3,124,mediterranean,High,0.011340771904152187
801269,Vintage Machine,1,Lucknow,Gomti Nagar,81.00043965,26.8536376,"italian, american, lebanese",1000,INDIAN RUPEES(RS.),No,No,No,3,4.3,887,italian,High,0.08112310224986281
801693,Bar Bar,1,Lucknow,Hazratganj,0.0,0.0,"cafe, chinese, thai, north indian, continental",1000,INDIAN RUPEES(RS.),No,No,No,3,4.0,79,cafe,High,0.007225169197000183
800483,Dastarkhwan,1,Lucknow,Hazratganj,80.93688889,26.85263889,mughlai,400,INDIAN RUPEES(RS.),No,No,No,2,4.4,818,mughlai,High,0.07481251143222974
800891,The Cherry Tree Cafe,1,Lucknow,Hazratganj,80.9415,26.852,"cafe, bakery",400,INDIAN RUPEES(RS.),No,No,No,2,4.1,288,cafe,High,0.02633985732577282
800326,Royal Sky,1,Lucknow,Lalbagh,80.94088611,26.85019167,"north indian, mughlai, chinese, continental",1100,INDIAN RUPEES(RS.),No,No,No,3,4.2,762,north indian,High,0.06969087250777392
801384,L 14 - Renaissance Lucknow Hotel,1,Lucknow,Renaissance Lucknow Hotel,80.973027,26.852692,"north indian, continental, south indian, chinese, thai, asian",2000,INDIAN RUPEES(RS.),No,No,No,4,4.2,149,north indian,High,0.013627217852569965
800089,Barbeque Nation,1,Lucknow,"Riverside Mall, Gomti Nagar",80.973185,26.853007,north indian,1600,INDIAN RUPEES(RS.),No,No,No,4,4.7,1069,north indian,High,0.09776842875434424
801247,Colours by Royal Cafe - Royal Inn,1,Lucknow,"Royal Inn, Hazratganj",80.945099,26.855957,"north indian, mughlai, chinese",1000,INDIAN RUPEES(RS.),No,No,No,3,4.2,411,north indian,High,0.037589171391988294
800576,Cappuccino Blast,1,Lucknow,Sadar Bazaar,80.947029,26.834638,"cafe, fast food",700,INDIAN RUPEES(RS.),No,No,No,2,4.0,587,cafe,High,0.05368575086884946
15239,Basant Restaurant,1,Ludhiana,"A Hotel, Gurdev Nagar",75.84273856,30.87398772,"north indian, chinese, fast food",800,INDIAN RUPEES(RS.),No,No,No,2,3.6,93,north indian,High,0.008505578928114139
18444271,Hawai Adda,1,Ludhiana,Aggar Nagar,0.0,0.0,"north indian, chinese, continental",1500,INDIAN RUPEES(RS.),No,No,No,3,3.5,17,north indian,High,0.00155478324492409
15005,Indian Summer,1,Ludhiana,BRS Nagar,75.80489259,30.88722034,"north indian, chinese",1400,INDIAN RUPEES(RS.),No,No,No,3,4.1,191,north indian,High,0.017468447045911835
15221,Basant,1,Ludhiana,Civil Lines,75.83981965,30.91405691,"north indian, chinese, south indian, fast food",400,INDIAN RUPEES(RS.),No,No,No,1,3.9,109,north indian,High,0.009968904335101518
15292,Bistro 226,1,Ludhiana,Civil Lines,75.83284054,30.90556176,"italian, continental, north indian, cafe",1400,INDIAN RUPEES(RS.),No,No,No,3,4.2,217,italian,High,0.019846350832266324
15309,Mocha,1,Ludhiana,Gurdev Nagar,75.82210299,30.89520443,cafe,800,INDIAN RUPEES(RS.),No,No,No,2,3.7,153,cafe,High,0.01399304920431681
18400368,Pirates Of Grill,1,Ludhiana,Gurdev Nagar,0.0,0.0,"north indian, mughlai",1300,INDIAN RUPEES(RS.),No,No,No,3,3.9,41,north indian,High,0.0037497713554051583
15132,Bistro Flamme Bois,1,Ludhiana,Gurdev Nagar,75.83133817,30.89999169,"italian, continental, mexican, lebanese",1500,INDIAN RUPEES(RS.),No,No,No,3,4.1,178,italian,High,0.01627949515273459
15705,Kitchen At 95 - Hyatt Regency,1,Ludhiana,"Hyatt Regency, Rajguru Nagar",75.78697577,30.88581363,"mediterranean, chinese, continental",2000,INDIAN RUPEES(RS.),No,No,No,4,4.3,87,mediterranean,High,0.007956831900493873
15078,Domino's Pizza,1,Ludhiana,"Main Market, Sarabha Nagar",75.82219854,30.89285962,"pizza, fast food",700,INDIAN RUPEES(RS.),No,No,No,2,3.6,86,pizza,High,0.00786537406255716
15104,Nando's,1,Ludhiana,"Main Market, Sarabha Nagar",75.8214948,30.89308145,"portuguese, african",1200,INDIAN RUPEES(RS.),No,No,No,3,3.8,156,portuguese,High,0.014267422718126943
15774,Belfrance Luxury Chocolates,1,Ludhiana,"Main Market, Sarabha Nagar",75.82181666,30.893244,"cafe, continental, italian, bakery",1100,INDIAN RUPEES(RS.),No,No,No,3,4.4,138,cafe,High,0.012621181635266142
15008,Hot Breads,1,Ludhiana,"Main Market, Sarabha Nagar",75.82172044,30.89323422,"continental, chinese, italian, bakery",800,INDIAN RUPEES(RS.),No,No,No,2,4.2,261,continental,High,0.023870495701481618
15321,The Yellow Chilli,1,Ludhiana,"Main Market, Sarabha Nagar",75.82184684,30.89297787,"mughlai, north indian, chinese",1200,INDIAN RUPEES(RS.),No,No,No,3,4.4,325,mughlai,High,0.02972379732943113
15368,Spice Cube,1,Ludhiana,PAU,75.80934606,30.89958432,"north indian, chinese, continental",1000,INDIAN RUPEES(RS.),No,No,No,3,3.5,116,north indian,High,0.010609109200658497
15853,Barbeque Nation,1,Ludhiana,Rajguru Nagar,75.813112,30.895817,"north indian, chinese, continental",1400,INDIAN RUPEES(RS.),No,No,No,3,3.9,80,north indian,High,0.007316627034936894
15497,Nik Bakers,1,Ludhiana,Sarabha Nagar,75.8212021,30.89338354,"cafe, bakery, desserts",800,INDIAN RUPEES(RS.),No,No,No,2,4.2,210,cafe,High,0.019206145966709345
15091,Aman Chicken,1,Ludhiana,Shastri Nagar,75.82961485,30.89018388,"north indian, mughlai",800,INDIAN RUPEES(RS.),No,No,No,2,4.6,196,north indian,High,0.01792573623559539
15777,District 6,1,Ludhiana,"Silver Arc Mall, Gurdev Nagar",75.82680825,30.90287228,"european, chinese",1600,INDIAN RUPEES(RS.),No,No,No,3,3.8,53,european,High,0.004847265410645693
15717,The BrewMaster - The Mix Fine Dine,1,Ludhiana,"Westend Mall, Rajguru Nagar",75.78825854,30.88591491,"north indian, continental",1500,INDIAN RUPEES(RS.),No,No,No,3,3.9,154,north indian,High,0.014084507042253521
3100446,#45,1,Mangalore,Attavar,0.0,0.0,cafe,600,INDIAN RUPEES(RS.),No,No,No,2,3.6,209,cafe,High,0.019114688128772636
3100159,Crave Desserts & Bakes,1,Mangalore,Balmatta,74.85362222,12.87369722,"desserts, bakery",200,INDIAN RUPEES(RS.),No,No,No,1,3.9,196,desserts,High,0.01792573623559539
3100010,Diesel Cafe,1,Mangalore,Balmatta,74.85274444,12.87367778,"american, italian",900,INDIAN RUPEES(RS.),No,No,No,3,3.8,196,american,High,0.01792573623559539
3100145,Froth On Top,1,Mangalore,Balmatta,74.85158611,12.87353056,"chinese, mangalorean",700,INDIAN RUPEES(RS.),No,No,No,2,3.7,355,chinese,High,0.032467532467532464
3100013,Hao Ming,1,Mangalore,Balmatta,74.85343056,12.87343056,chinese,600,INDIAN RUPEES(RS.),No,No,No,2,3.5,280,chinese,High,0.02560819462227913
3100143,Kobe Sizzlers,1,Mangalore,Balmatta,74.85209855,12.87334761,"continental, american",1000,INDIAN RUPEES(RS.),No,No,No,3,3.7,104,continental,High,0.009511615145417962
3100033,Liquid Lounge,1,Mangalore,Balmatta,74.84665556,12.87073611,"finger food, continental, north indian",800,INDIAN RUPEES(RS.),No,No,No,3,3.8,290,finger food,High,0.02652277300164624
3100153,Maharaja Restaurant,1,Mangalore,Balmatta,74.84863333,12.87378611,"south indian, north indian",700,INDIAN RUPEES(RS.),No,No,No,2,3.6,275,south indian,High,0.025150905432595575
3100142,Giri Manja's,1,Mangalore,Bhavathi,0.0,0.0,seafood,500,INDIAN RUPEES(RS.),No,No,No,2,4.2,281,seafood,High,0.02569965246021584
3100030,Kabab Studio,1,Mangalore,"Goldfinch Hotel, Balmatta",74.85006667,12.87582222,"north indian, mughlai",1500,INDIAN RUPEES(RS.),No,No,No,4,3.5,183,north indian,High,0.016736784342418144
18237384,Brio Cafe and Grill,1,Mangalore,Hampankatta,74.84500254,12.87221736,"cafe, continental",500,INDIAN RUPEES(RS.),No,No,No,2,3.6,84,cafe,High,0.0076824583866837385
3100008,Gajalee Sea Food,1,Mangalore,Kadri,0.0,0.0,"seafood, north indian",750,INDIAN RUPEES(RS.),No,No,No,3,3.9,257,seafood,High,0.023504664349734774
3100148,Smoke N Oven,1,Mangalore,Kadri,0.0,0.0,"pizza, italian",600,INDIAN RUPEES(RS.),No,No,No,2,3.5,127,pizza,High,0.01161514541796232
3100044,Village Restaurant,1,Mangalore,Kadri,74.85946446,12.89897943,"chinese, continental, north indian, mughlai",1000,INDIAN RUPEES(RS.),No,No,No,3,3.7,260,chinese,High,0.023779037863544905
3100441,Barbeque Nation,1,Mangalore,Kankanady,0.0,0.0,"north indian, chinese",1600,INDIAN RUPEES(RS.),No,No,No,4,3.7,193,north indian,High,0.017651362721785257
3100302,Machali,1,Mangalore,Kodailbail,0.0,0.0,seafood,800,INDIAN RUPEES(RS.),No,No,No,3,4.1,245,seafood,High,0.02240717029449424
3100422,Punjab Da Pind,1,Mangalore,KS Rao Nagar,0.0,0.0,"north indian, mughlai, chinese, mangalorean",1000,INDIAN RUPEES(RS.),No,No,No,3,3.7,173,north indian,High,0.015822205963051034
3100014,Sizzler's Ranch,1,Mangalore,Lalbagh,0.0,0.0,continental,700,INDIAN RUPEES(RS.),No,No,No,2,3.8,328,continental,High,0.029998170843241266
3100448,Spindrift,1,Mangalore,Lalbagh,0.0,0.0,"north indian, italian, finger food",700,INDIAN RUPEES(RS.),No,No,No,2,3.9,156,north indian,High,0.014267422718126943
3100017,Sagar Ratna,1,Mangalore,"The Ocean Pearl, Kodailbail",74.84048333,12.87505833,"south indian, north indian, chinese",500,INDIAN RUPEES(RS.),No,No,No,2,3.7,175,south indian,High,0.016005121638924456
18424018,The Shooters Cafe,1,Mohali,Sector 70,76.7187888,30.6955506,"continental, north indian",550,INDIAN RUPEES(RS.),No,Yes,No,2,4.3,99,continental,High,0.009054325955734407
35217,Joey's Pizza,1,Mumbai,Azad Nagar,72.829976,19.12663,pizza,800,INDIAN RUPEES(RS.),No,No,No,2,4.0,5145,pizza,High,0.470550576184379
18447068,Cafe Hydro,1,Mumbai,Borivali East,72.86238123,19.22131488,asian,1000,INDIAN RUPEES(RS.),No,No,No,3,4.0,156,asian,High,0.014267422718126943
18458563,The American Joint,1,Mumbai,Borivali West,72.8413473,19.2238399,"healthy food, american, burger, salad",850,INDIAN RUPEES(RS.),Yes,No,No,2,3.4,170,healthy food,High,0.0155478324492409
18075122,The Fusion Kitchen,1,Mumbai,Borivali West,72.848923,19.254567,"north indian, italian, chinese, mexican",1000,INDIAN RUPEES(RS.),Yes,Yes,No,3,4.7,2083,north indian,High,0.19050667642216937
